,Dominant_Topic,Topic_Keywords,Num_Documents,Perc_Documents
4150,193.0,"product, ecommerce, review, merchant, brand, catalog, million, price, retailer, shopping",,
4151,129.0,"mapping, german, french, mashup, italian, spanish, google_maps, chinese, mash, nice",,
4152,151.0,"report, system, track, datum, submit, expense, manage, capture, directly, individual",,
4153,109.0,"guide, travel, mapping, tour, virtual, visit, activity, thousand, boat, operator",,
4154,130.0,"auto, classified, sale, ecommerce, car, vehicle, auction, insurance, gear, classified_ad",,
4155,104.0,"system, tool, include, provide, active, extend, direct, measure, serve, read",,
4156,60.0,"game, play, player, guess, score, winner, puzzle, challenge, strategy, genre",,
4157,162.0,"travel, plan, trip, destination, tourism, traveler, planning, itinerary, greek, experience",,
4158,142.0,"create, custom, unique, customize, base, demand, write, deliver, central, introduce",,
4159,184.0,"transportation, route, bus, time, stop, estimate, schedule, transit, train, arrival",,
4160,43.0,"history, year, collection, reference, trivia, historical, photograph, change, explore, geographically",,
4161,11.0,"feed, news, display, podcast, rss, reader, feedburner, blogge, favorite, subscription",,
4162,57.0,"search, rich, start, dynamic, vast, personalise, subset, broad, interactive, single_page",,
4163,76.0,"crime, voice, text, mobile, speech, recognition, police, safety, recognize, messaging",,
4164,9.0,"movie, celebrity, tv, watch, favorite, trailer, film, actor, celebritie, title",,
4165,40.0,"friend, social, share, family, gift, social_network, stay, encourage, birthday, setup",,
4166,22.0,"event, ticket, concert, calendar, venue, eventful, entertainment, live, purchase, seatwave",,
4167,97.0,"link, url, page, short, generate, shorten, long, preview, post, make",,
4168,177.0,"restaurant, food, bar, order, venue, review, pub, menu, recipe, nearby",,
4169,169.0,"mapping, map, spot, parking, party, interactive, downtown, fast, plot, googlemap",,
4170,184.0,"transportation, route, bus, time, stop, estimate, schedule, transit, train, arrival",,
4171,174.0,"create, user, upload, share, edit, comment, clip, effect, editor, customizable",,
4172,154.0,"music, lyric, song, play, playlist, artist, listen, spotify, rhapsody, rdio",,
4173,67.0,"mapping, government, public, loan, commercial, reference, include, nordic, law, dutch",,
4174,58.0,"post, social, comment, blogging, twitt, friendfeed, reply, microblogging, status_update, tumblr",,
4175,58.0,"post, social, comment, blogging, twitt, friendfeed, reply, microblogging, status_update, tumblr",,
4176,24.0,"photo, flickr, image, upload, describe, launch, interestingness, interesting, exploration, paragraph",,
4177,108.0,"government, vote, financial, campaign, candidate, poll, political, contribution, organization, election",,
4178,43.0,"history, year, collection, reference, trivia, historical, photograph, change, explore, geographically",,
4179,47.0,"location, mapping, locate, nearby, locator, cell, approximate, simply, relation, aggregate",,
4180,11.0,"feed, news, display, podcast, rss, reader, feedburner, blogge, favorite, subscription",,
4181,191.0,"update, real_time, directly, publish, notification, receive, late, subscribe, push, instantly",,
4182,41.0,"ecommerce, store, online, buy, sell, purchase, product, shopper, social, commerce",,
4183,76.0,"crime, voice, text, mobile, speech, recognition, police, safety, recognize, messaging",,
4184,46.0,"art, print, design, create, wine, card, graphic, customization, demand, winery",,
4185,90.0,"video, stream, tv, audio, channel, play, medium, live, streaming, player",,
4186,12.0,"blog, blogge, blogging, forum, wordpress, spam, blogger, plugin, reader, discussion",,
4187,131.0,"project, collaboration, report, charity, tool, crowdsource, classroom, simple, donate, basecamp",,
4188,177.0,"restaurant, food, bar, order, venue, review, pub, menu, recipe, nearby",,
4189,12.0,"blog, blogge, blogging, forum, wordpress, spam, blogger, plugin, reader, discussion",,
4190,133.0,"click, view, link, window, button, select, icon, mouse, webpage, hover",,
4191,95.0,"word, phrase, feel, dictionary, reference, extract, human, definition, sentence, machine",,
4192,131.0,"project, collaboration, report, charity, tool, crowdsource, classroom, simple, donate, basecamp",,
4193,129.0,"mapping, german, french, mashup, italian, spanish, google_maps, chinese, mash, nice",,
4194,24.0,"photo, flickr, image, upload, describe, launch, interestingness, interesting, exploration, paragraph",,
4195,130.0,"auto, classified, sale, ecommerce, car, vehicle, auction, insurance, gear, classified_ad",,
4196,28.0,"education, school, student, college, class, age, parent, family, campus, child",,
4197,60.0,"game, play, player, guess, score, winner, puzzle, challenge, strategy, genre",,
4198,195.0,"visualization, color, visual, design, searchable, theme, flash, representation, creative, font",,
4199,18.0,"map, mapping, marker, layer, draw, popup, drawing, zoom, polygon, positioning",,
4200,93.0,"number, website, large, directory, api, base, flash, addition, category, mix",,
4201,6.0,"select, enter, humor, choose, simply, pick, randomly, meetup, deliver, show",,
4202,84.0,"auction, drive, distance, calculate, fetch, ebay_auction, ecommerce_auction, bid, origin, taxi",,
4203,130.0,"auto, classified, sale, ecommerce, car, vehicle, auction, insurance, gear, classified_ad",,
4204,109.0,"guide, travel, mapping, tour, virtual, visit, activity, thousand, boat, operator",,
4205,108.0,"government, vote, financial, campaign, candidate, poll, political, contribution, organization, election",,
4206,69.0,"payment, money, account, financial, transaction, pay, digital, manage, invoice, order",,
4207,177.0,"restaurant, food, bar, order, venue, review, pub, menu, recipe, nearby",,
4208,163.0,"traffic, report, base, highlight, transportation, earthquake, issue, incident, road, highway",,
4209,12.0,"blog, blogge, blogging, forum, wordpress, spam, blogger, plugin, reader, discussion",,
4210,114.0,"mapping, base, world, face, quality, inspire, state, ca, multiple, mode",,
4211,75.0,"sport, team, fan, score, player, football, stadium, court, league, basketball",,
4212,60.0,"game, play, player, guess, score, winner, puzzle, challenge, strategy, genre",,
4213,2.0,"rate, level, free, turn, potential, accurate, average, global, determine, require",,
4214,98.0,"api, technology, enable, power, fast, build, platform, powerful, startup, leverage",,
4215,55.0,"trend, top, popular, move, daily, hot, late, news_storie, mash, day",,
4216,60.0,"game, play, player, guess, score, winner, puzzle, challenge, strategy, genre",,
4217,25.0,"news, article, source, late, news_services, read, topic, aggregation, news_service, aggregator",,
4218,52.0,"email, contact, send, mail, gmail, calendar, outlook, attachment, mailchimp, address",,
4219,70.0,"stock, bitcoin, currency, price, market, financial, trade, order, exchange, sell",,
4220,198.0,"mapping, sport, route, direction, bike, cycling, ride, trail, gps, run",,
4221,61.0,"video, watch, related, watch_videos, generate, videosurf, find, dance, full, funny",,
4222,86.0,"make, easy, quick, decision, fun, simple, log, universal, remotely, selection",,
4223,190.0,"messaging, email, late, back, keyword, mobile_messaging, follow, mobile, obtain, change",,
4224,69.0,"payment, money, account, financial, transaction, pay, digital, manage, invoice, order",,
4225,25.0,"news, article, source, late, news_services, read, topic, aggregation, news_service, aggregator",,
4226,48.0,"twitter, tweet, twitt, blogging, blogge, follower, timeline, hashtag, retweet, twitpic",,
4227,142.0,"create, custom, unique, customize, base, demand, write, deliver, central, introduce",,
4228,25.0,"news, article, source, late, news_services, read, topic, aggregation, news_service, aggregator",,
4229,198.0,"mapping, sport, route, direction, bike, cycling, ride, trail, gps, run",,
4230,43.0,"history, year, collection, reference, trivia, historical, photograph, change, explore, geographically",,
4231,46.0,"art, print, design, create, wine, card, graphic, customization, demand, winery",,
4232,152.0,"travel, hotel, booking, holiday, reservation, attraction, room, accommodation, worldwide, destination",,
4233,145.0,"application, web, build, host, communication, model, communicate, pay, require, infrastructure",,
4234,12.0,"blog, blogge, blogging, forum, wordpress, spam, blogger, plugin, reader, discussion",,
4235,94.0,"city, mapping, mashup, town, scene, find, test, tribe, awareness, interact",,
4236,54.0,"music, artist, listen, audio, album, band, song, genre, myspace, musical",,
4237,95.0,"word, phrase, feel, dictionary, reference, extract, human, definition, sentence, machine",,
4238,47.0,"location, mapping, locate, nearby, locator, cell, approximate, simply, relation, aggregate",,
4239,9.0,"movie, celebrity, tv, watch, favorite, trailer, film, actor, celebritie, title",,
4240,154.0,"music, lyric, song, play, playlist, artist, listen, spotify, rhapsody, rdio",,
4241,50.0,"browser, base, plugin, make, desktop, plug, important, library, extension, modern",,
4242,76.0,"crime, voice, text, mobile, speech, recognition, police, safety, recognize, messaging",,
4243,190.0,"messaging, email, late, back, keyword, mobile_messaging, follow, mobile, obtain, change",,
4244,0.0,"live, mapping, show, screen, webcam, future, race, big, cam, net",,
4245,142.0,"create, custom, unique, customize, base, demand, write, deliver, central, introduce",,
4246,44.0,"information, source, relate, portal, australian, pull, present, gather, offering, fully",,
4247,52.0,"email, contact, send, mail, gmail, calendar, outlook, attachment, mailchimp, address",,
4248,94.0,"city, mapping, mashup, town, scene, find, test, tribe, awareness, interact",,
4249,54.0,"music, artist, listen, audio, album, band, song, genre, myspace, musical",,
4250,146.0,"document, sign, docusign, electronic_signature, send, directly, contract, pdf, esignature, electronically",,
4251,18.0,"map, mapping, marker, layer, draw, popup, drawing, zoom, polygon, positioning",,
4252,7.0,"user, enable, interact, windows_live, type, create, blog, european, people, associate",,
4253,106.0,"health, activity, weight, fitness, medical, track, connect, care, healthy, nutrition",,
4254,99.0,"find, mashup, computer, pet, animal, lose, step, simply, wedding, supply",,
4255,138.0,"tool, online, reference, simple, networking, due, show_current, interactive, task_management, overdue_task",,
4256,136.0,"bookmark, story, popular, link, digg, submit, bookmarklet, figure, bookmarke, dig",,
4257,159.0,"answer, question, give, knowledge, test, base, website, deliver, engine, pass",,
4258,54.0,"music, artist, listen, audio, album, band, song, genre, myspace, musical",,
4259,152.0,"travel, hotel, booking, holiday, reservation, attraction, room, accommodation, worldwide, destination",,
4260,155.0,"information, include, provide, consumer, detail, market, data, leader, gain, function",,
4261,130.0,"auto, classified, sale, ecommerce, car, vehicle, auction, insurance, gear, classified_ad",,
4262,9.0,"movie, celebrity, tv, watch, favorite, trailer, film, actor, celebritie, title",,
4263,149.0,"find, area, stuff, store, golf, great, club, finder, ideal, thing",,
